NU_INSCRICAO,NU_NOTA_MT
5bcefda8a8272b106c13a2d20bfad5d0c565abee,488.33
e66d155dd9930075cc70d80593a7c3ec0d8462a4,495.66
5d65e9ed84c9503381ea9667fc99e5df6297e0b8,683.71
126e3fc79a293d38a5964e746d127a930263a3db,423.55
a4a26cde436605f327f4a83adb87421a01bdcec4,470.33
726a8dff53b03903c15bdedb253c7cc2d607b941,523.76
d93eae3e2c6f8b00eaec57bb29f526524051d033,417.87
0ce55320384c07cfa81d4f30ce0d5f9bc969f3bb,669.61
4ab7ae64aad9deacdc692450c4f88826ce5c2ba9,416.88
4a4ab9301a90def2ad3dde2468dd99b248db0bed,440.28
844e3e0bca6eb04e4be39381e16637393b37cb6e,431.73
562e0be4d49958983b49e77000aff3d4c449abb4,413.42
61155e85319a27f74cd183e2f0bf47247ed4d576,542.39
a4bc0d3cc7edc00194e21544dcabff472757cc91,574.24
ce547434a88c63905076ee38b1f4397873f69f20,428.51
36f4cb4aab51be32fe82dd472b22b6afd3640cfb,536.66
2c3e48de9bbdbafb49dc54c6a960b8bcf2ab2c6b,420.22
e7c77a2a5b3078f88f0a81ff6dbb02bf2c44f08b,406.47
3ca6347d41bfbf4204b59086ac3dd43739cd576e,446.27
5048b09c39fb52662d335b97e2544b88e9a92eef,480.98
ae6c50f70e80b080e35c3a1c23be89ec2cc3c208,442.04
14c5239ae91ba16015642f25984d7f57a02697a1,436.19
9eff25e9e6a719d6ae4e039366f5f7885fd57c7a,448.02
e79996f0893aec1d3e7095aa3f00b34bca31fe84,444.28
6b7d28480195ae377e7116213aa0089d9a0995e2,422.94
a44671448ef85cb40ebd20732b5c92eeb96a7ff1,418.64
d121ba05db40e4a7ec1f8ee5140a6741eacdfa0d,551.99
70a357d9d8607f064981d8e38f5ec62c9915afb8,547.48
cd2034b4d3be8ece12fdb3bcb723ed8dc7d84e55,513.18
c105d45f36d1710e761ef35171c6e0b93d28c7ea,414.09
bfaf1cda0b828ceed6899354a8380dfc1425f1a4,504.0
5ee973233d3b2c539c826b43b78ec1b5f5840f08,490.89
31eb377d7afffa2ab6c04b36a18b111e69da9155,477.58
b547c6aea174382412cf6481827dfd8f26fc2e1b,492.19
8dc39ce43533987b1865703ad66ea087669923af,593.61
a6fec1f8773ba19000f5a316d4bc0cacf1a3ad51,718.57
2f5ddd2eccdad40f07036aac5263054eb1f05c9e,416.48
5de642276a67326bda40eecc986314eec59dd821,607.73
794b0d35e609fcf9fe4f5212be47059fadc436c4,425.14
75572cb890372e12a79f280c13558eb4896dd3c2,416.02
04cfb620b1eb06630e0d862b68be99db24ef590b,441.01
2878b3fb628b51be16e5e2c4cf1302c45c305c70,420.33
5c705252ee21b9ff119b2b12b6640837b3988c2f,439.43
e1289a71cb576242182a92fc12350bb8ddb815c6,450.62
b5dbdb4d7747a53958de12e38b50bdf742e44eb5,768.61
7a4af6bf3d3098a068b6094e3af6901fa2559195,502.42
8ef569044b4ad923c3dc8ba443b1edd734a8658d,440.04
eb2b82bc6db654a9c85b964b307e957022c143cf,419.0
54fa10a0f1ddda561d40edd89f6a06a9228a1f99,441.91
ad3508af3f8624b3c33134fe64d3f6a005521f89,488.18
ea9c5e2c29219ae6421273d19fd03e4dc1ad2cca,482.49
f77c8e51d7c34e68079d11274dd2a0f0ff8187ab,405.65
2739eb1299b8d443a184057aa38daed5dd19bc50,451.1
7fe6d2dbd3248b2f78311cc999b8499ae3251493,417.34
12e7e1bfc8bda57a88719da4941811634781e72f,421.17
d9b1c88212d0d213b10615b70bce6eeb4c40f7b4,418.4
d5f9d8726f85a0e3e728a217f93035918648d315,684.23
77ed3bf197ef4d58770701128341fe97a7a98513,535.26
a191f5f6665a24cec34450aff3c69f68c0e0579d,659.36
9afdfe6c386e81e45555a0852401a0d5c870d41d,445.23
c82b7dd05c036612d1e9ce5ace9bf1965b3d26c4,504.38
a6e4330a34bc6a6c87c7ffacaeac917dba885db5,456.97
d6c5d0cca590548cbb111958b8995a1fc6d89d7f,607.19
ab61b9ffa2788582136df0991db3ee2d69d0d9a9,416.61
b4d25b1cf44a7745a79faeea9a05723135d83bbf,479.83
7b74c36d4bf559c5e934752d268ea03d8a124125,583.25
b384d4fd5e6f6ea82e01831539d16a9fa8f91cb5,491.88
728d4f7e0de8aedb110fca556c3f420baf4aba76,602.53
8e2554c9abe788b651643eaaca9be85cfcddbaa1,482.21
33d6bf2d7496984d704a5bd9664bd48df172c074,483.41
f36b2a93b81ab7ed145bd055f1f234060fa0bcb5,445.71
c77c815f9d63cbd95e09f5f89ff9ef2763939abb,461.33
6eb5f586dd24e6c60096ae8586f866841e8f4791,418.91
2cc6e2ca077b6682d4d7f8ec4802c93832109fba,441.13
ac0a3d8daaaa192ca9a1608a08ec522376ed4e41,426.03
8aa9f2cfbd4c9c5ea033447e0ef610258faa3574,415.48
d95cc0b79ec9edb1febd3f457e4d4c0ef13ec56e,411.04
60da8c3cda54a349b059a0a0ebcddf108242ef76,571.61
0e6722ba4847f0521eb339ddf71ceba0a922af00,516.02
a2f88229222b89bde44a5b6aed6105b0850ac7d4,417.43
fcf940ac1972db6a992f1b35af6e6939eb62b682,432.32
baea4c310ad48f89035e5a677c2407345b8353f4,404.42
1272cb22998d24c1de9b43a4bd8465300b6750f0,421.5
968e2e7008b092d66026135f3c1ad7b6f95768fa,411.27
4a77bec36c230119e16e282758ba9f3f18cec0fc,779.99
22614a53d7e910e6c98a974d6c9be4d314e74462,419.6
d82c597039c477b40278be2031cef88a2a761af6,525.16
5312f0c3c82cb02cfcbaa0fc1f9ca301a8537afb,494.29
f520745063d848447769542cce26695db6afe6b5,444.49
251bf22232ba2e8e2770231ad11f747bc3b29c0a,447.05
e4105ca257ca4ac4b72de56a6868470763be85b3,449.24
6f21c64bbe0cd15e83ee8885e2f296091aabc1e7,559.74
1e1c8bedbf49f0027adcd50e1099d5809b007b65,439.7
8f941e3afbcdda462cf0ddde37dc2ca0a3f3b715,419.64
d4a6f040ed7cafd0ec70ef83181afa59b7b5ecc5,672.84
529ecea85d3a3016381a3025d926547af7f6bdee,523.61
ff7d1df6f7d3bc71985c64434ebb3a4d337e136d,447.34
92c3f3a7c49512b4048ce89aa920c83dac79f295,431.83
c7a6926f982c19e300038bfe47e50ed99c2259fd,432.02
4200581790d7690f548380f340ebe97db91a84ff,445.57
1c727935207067dc1f29aac3cabe8400f4afe3a6,466.58
797b225cc39780d3dae2be517650d6abf1b1b20b,414.94
094ab89bf55fe688a34a8f6189d20b3a0e8ce9bc,576.49
58607003fb323006c267291a8c360bbb627d2724,439.0
7cf2bddc56655ff41b19bbff9456cec3d3488775,488.44
9ea7b75d91aa1e25a4a6ed86531e9b0d1979b193,455.37
b47e73c67cfccac8b6c39ccfa515d91b002c9419,425.03
19f865b42f5baf80dd24199e39d4a625ad169daa,515.48
ae56e8b92f2c420f2834ec796dd8e17dd06a78ef,589.11
ad27dc2e4abe46dc8006ffd454d4a9d757e94495,515.0
c271d8f5e865b726973366eb1acb6eb530a39a29,548.47
462ebc6f18f85a16beebd8a63e718699aa93572e,432.34
e41c66eed02a9400e8bb1505ae636596a583d7d9,418.93
8ab92e2f6f4d494b69976e66304220f352d2ad9f,580.1
97d511faae7f1b529895edcc0801680941372c89,431.72
58543bdd88bbfce047f94c6024113f9c67443ccd,426.59
a8ff98be02bcfe5ee1b05b1750db420c784f10ea,459.53
43abfac89c4274d0247013b7f4a72ae44f40b690,635.38
c97f92f5a40287103a15825342c07c6934612f91,507.49
22568c4df5730d237a6d04638236b4a4275045b2,484.65
113ccbcb274b0f8954abd840d3b2dcd071607c48,423.25
e0fb4330b31139d54c03d4aabb28630bc8c04f2b,527.46
562bb73f31a3db46c653a8f0f6eaeafa26f84d9a,439.38
d318cdf726e75a85fb06b76f0706d82a39d5f529,477.96
116e49b21d5e738a4c69465bf20533a7fd585387,500.2
c2be312fbf3fe56179cee4416c1ee84ade5f4106,416.77
9bdfb153d795b81949f9a5ef90748ab1fc30f40d,471.6
296f962d9811dc774920859f38e90711223aeb71,450.98
74079588e7f80c24c90c275c0753fff1b82fde04,441.76
98ea40f72dbdf492c2f9d72223ccb4e3b6909542,433.48
359af3a290a0542fe3bda2d0f711f6ac48ceaf59,417.57
b26072005ef6318e6365d49229cc4ca9f278a92a,645.69
81ea629aaf5c8a03413b8e3acb1ba509b03b97b4,416.99
44c3c8ed6d54ed6c23b5690fd7edc54b7f64804b,450.0
6f6c43f2567f080b6cc85b120e03b4cb192888fe,512.42
2d4db02e840bb73a3d079f65fad97ba47bef2649,483.69
d16ee29661d6438fd246ac1361551391316b3c93,438.62
ef88ba7bff10c3901a068763fd308ec0f669989f,500.85
fa7c7baed670c091595d5241ac60388158d865a3,458.25
4b1272abd1c223c6b3866738343d0d1a187bceee,452.93
9b3ba216b99a9facb99d291a24ba7f31f7c16d47,582.59
b30564e6725ba49f41a300b9d5b4a4d60dbd2e96,679.09
6b97e401a2380ea07eb4cd9b23a36c2f65bb571f,490.75
9339e7edd9c9f1fd6315d21cfa5b8a1cbfecccba,618.83
85532a763d300142aa5730640d6557e951c9d5a5,462.75
1d0c6ccbedb71ac35c84230c2178b1e63121d981,428.54
548afb11f5558a98d60d15812ce420183be2384c,417.11
0df706507e7b9949fadee6ca5d133b6121dab638,406.3
273f728f72746a324f8edca20016b31ebdfc69c9,553.88
315664ca896144a5b09dd9fefa1118c077850632,498.37
2b16ff985a0e98893657e86f03e31a1b9cbb76b5,438.51
21fd3328af19163fa8b6aa5379c514cbb80aa40c,682.72
5fa5d2acc9f8a67fb4429935481b238e2bfc304f,573.85
991f7e20c95b8ccfe1e778cc46271298255ef03c,545.78
74fce1f1cb212c9bd565c567e67dd36c4c8f0195,674.52
15e213eeafccc2104b09e68d19bf0d319e6b3d23,490.64
1980b884a95091958fed36f2a25f4f67d951307a,455.82
85d8f06a32db9cc5355cf0697f01f6f72ee6990e,494.71
bd6f17903c51d67ddc4dfb0ae966e71d6d7de048,559.99
0d607b93f4fb2c0bc4a101d049aaa2afd95c2403,514.95
38322f95e4b41e66fe73b075cf7a85d8eb1f4078,731.82
17b5dd38279725f7bf42fd672087d34581aac7fc,514.69
8309b6e358182075fe70ff33ffb819491bf7dce4,523.92
18cc562b243cac2c8f6e88260ee7de9345e511da,479.84
b8574cdb72d7c948c3c536501930f4998cefc5f8,482.49
7ca98c72cdf85704e7b3a4380c875482b6ad82ec,548.37
642d4d14f3a42c4c70371c9e647d87c350756dfa,718.64
6047a4238c87b04f722c0bf2705289ab82c0ffd6,426.46
c2cbe6a23cc008611e77294497830f9e92e8bc97,675.05
8635319581b84dab491c5ebbb9f2527208044d6a,432.25
baa3231770de496cd7901551292411fcd175d6a5,426.87
4bf785c67b51c1b629cb1e3f2f3b977efebd9a05,414.71
4a2ab5dfbbfaa5c1aa85487050b2bb4f6f6e2229,438.32
9306c48c3b1941bdc4639843294326772caec025,543.26
4d911ccccddde4e30483e3f79293bc0c936176ea,516.67
c196ee2052027994534830c4326b3f636f1b74d2,429.82
915efb3607fea8a03fd1edb816c912cc537edb9b,522.64
ac1df349db67d05cd3b442fc71eec050caee4525,444.53
603c228e78a4706ed100c1c07c76ecc13288425d,447.28
118799dfc52115ba91843fd2c77400493a8c2720,562.66
23b99de44a07ea38f827ad0714169bae4bcc8711,506.33
895b5ffe20d0f0f2dda0c350b87b6f72519bd626,459.09
aec4c0beeb85804832670209b2184df3b3c600ce,413.28
1f92470fe8137bcc16059dff0384cde43e2db448,623.76
3dcbf6f39004474343ddb2cf52cd58ede4aad3c2,446.96
a62072894278c7e7aab0c7239d2ef25e259c9849,416.53
d4ea760a67ed0ba257c76fd9a197708642e8bc62,501.47
53e74317befbb39e2f5c738c306fc6d34aaa192c,491.13
2c9618dd62fda981e539fca57ee3be6b6de870ae,416.6
8500865acd482736233a43a6b616705bec5928dc,451.29
ff1e071446d5f6c03e9cf20cfe0476a4db8627ac,425.55
fe1d5e20196d946c045d658dbd81de762c858bba,510.64
6b1071436aa5429f5ca0f6603454282e572d5ec2,420.3
701b94e2722c3bccbd419973779c74cd901cbb49,550.93
e1e0f0d959f4966498b7cd1b8aabab29bd90c7f7,417.43
40272b7b6944953d19441f3d11db1ca6259036c7,473.02
3aa252c007ed0bbafa2ace65310083a6d48e6ebe,460.0
2da6c6fcffd9bd22e13a8717b62ad8b7eb4381e1,415.63
57aad26f657f508f28e7a4c7d8917a985a54b44f,413.04
61df053a75707ec0fd8e8cbe49f5bb79e7d20328,505.68
f212e61eadee0388447fd7aa71a63b5b231ec46a,428.11
e50870ccda7ec32760ee23f08e9c9dbf0288f47d,548.42
067c07859139fba60b96329bbba80fed79ed9535,514.22
7355cdb97afc51c0d4fb1895d407adc1a826130b,431.91
3c69a9f903494bc62eab1f114782bf8eb8380e95,457.84
74aaf71b443f1ced65fd4c071acc0b5fe9079b97,433.11
f6b570f463b91beb332e1e5be09838dea7214790,413.33
cfa20d03b8d493eb00a3e91d3dd0f93573e625f7,554.63
23f42cbb61a06a505bc0fb98585945008f83f1cf,439.79
1b148ac62bb092fc8e1b5340ac12924dba7d3715,444.47
a714da15af9873f1ef20fae52901a9ac1d8ade35,448.2
6c45e7e2a9578ff4887d8bc05ca5ab4faed336ed,504.45
0002c409e1ee2353dbff680d9a7e77a5f0b50a94,472.43
46eefba83d46b5adb275c69224fe09fb630d5358,574.23
f571bde7cea96e93003f7883f1b9850f96fe9c6a,496.57
e248d194082a8831734a6e3a34a58f6aaf5039d9,428.58
3490b0c6fb958daf5fb36d327ba17d34ed8abd90,436.26
eb43926f5b09278e6bf0d34a2440bc8670244656,477.53
893adc250ec2d94bf7fee352c7c17cb765d333b6,440.86
25ce5386c14ad7d2b09b2b8ea40f60a5bd83570d,438.91
21e7c065af2be78876ed12d2efa20420080f6275,468.11
4a8387ab4e484323ab4c1685f2cb2385b2a42ee4,430.71
972908d6e89a97159ccb1dd1d4892cb970cae6a2,453.25
685b9a65ae48916267ab7503f8f55a3a466abd77,603.75
8064c6c452997eb96ae79e2d5d3c348581e78b14,642.61
8605485ed65313a27e96f467456f1a53f1107500,459.84
768fc57d371dec37913eb51f11818650d83b7e63,469.37
8c8cd6bda53fdd340de2c63fb5d4efc54a7922de,434.13
f6554ffa8707a96d87ac0a3dc3380505dbe25dea,520.15
be93a3a5cc2fb1ddb9d47ad74f85331b75348778,417.02
b0d03f4d46aa50849796dd95473755112c1fe26b,420.43
02f3fc0644c3a974b1ec0dcf6687f78d5a000d58,443.53
a54ddb5376fdacf5cd1f0d1add5ded62330342b6,469.89
28f15b94a9475a6ee13da565eca0c6afd162c4b8,449.64
1bceec9f2b9439b2ba4733e3527da7d5063df496,416.85
9b48a44fbc521e33f99bcecdcc96ffc598e6e632,415.85
9f857ceeebe43dddaaf84f944c3c94a664ff2bda,528.33
fc0624bcc7e605b2d20a3a16857675498491654e,430.18
6860ba98c2c65893de299e4755087d5d6b6a6033,496.12
4f2370175e8559143c43b30788b65260884ea2f9,447.64
837c933e6e8b380e440024abe3eb4ce9a7ad6315,473.01
2211d854bb3e5dc2d5fc07f73066e41d3a5693dc,445.48
1ebb9d6032291ece52576d2d08192d9b2b99f454,737.5
d958d954eecd475a0531335ec908bdaba301921e,452.19
14bd9da1a22b6ce55c9ffbc04f9f6bc40333d4d1,428.04
3834a3cc23a38eccc9189e8bee7ee358b75fd635,418.46
ef49c026fc5471e8c1b56e3fb2419b946a33c76d,429.86
9374367408d6d3a00bd23fafb447f0fe9800b278,474.94
c8cf85985775108a962f206bbc07f9b96edf577d,474.19
e4220a05813204f233d232a847cf24d60fc460c0,511.33
66a58d3b1020e10bb366884a26853f1d267bf42a,422.57
83b2bbe9efb5a5e8eab5c46d2c673f543fc8d39b,419.14
d084e1c3d7146dbef3c6481a96359948bf91d7db,452.33
da3e65bf356c83ae8b3d572a791a96b8dfdaae63,508.6
261b29785844821814715b52511dbe7bc6905168,497.49
f2ef13cfcdc3cef6ed5b3bf69ea1410b865d1fc1,442.07
8883c8649e0df6462c6f4a06ea6e9595149bf6ac,447.25
cc1e3f6d30dfaf8b21834c0ecfe0b773b4092cf4,505.27
2aee59a8709e9bbf7de39903fe1172fd948e44c1,557.05
cf71722a9c4e583c4931ebc390cfe917e63e80c1,447.2
39905ee60f2cfbd2c06e6af96595c470ccf74d3e,410.63
0e326387495f24745d2bc6110ac18f3580e56290,563.76
f94f945618e9047bdde48cc06cc7a6e0af719a37,414.42
0dcb5c89c0eb43936e7f1366f1dc76fec085d040,444.22
580063acdd223dad07639900466c199c7ec6de6f,466.3
265f10f7456631dec2915feb97ca6b706d8afb34,416.05
f28551fb5c2f0ba556ba947fc5aeb5d946d7e003,502.99
c60905dd75c5c4ea022000a0d832d19e7b1de7d9,463.93
7ff56884aabc69f1d8b14577a6407ac705d35620,421.28
68199e9559d14e9d3619b1d9d5c2ec12aaba571d,536.32
3388ba2455af7dba1afc8be01e9ef9aa3cd5b992,444.52
424bdb568028c00e963fc710f7a31107978feb84,427.53
9fc249e4d6dece656c8796d34208d45dc535c3a7,505.12
827c808e5a3d17b81cd7cb9434f92b276416a39e,448.31
3b14b7a79a33800100b57153088a4658c2979c57,438.1
5916e2530308e5ce4602179367a5372a5f5135e2,437.75
a5880689fa0d7e2b80596a17c3f6a9e85439d398,501.05
c8cf5c4159c454809b801ea438db3974e8242c7b,525.28
77bc9ff2fdd54be8bebaa4eae19fed3c6c6b3955,629.56
68043cf6df7116c4fbe9e8c461155a79d1149997,527.44
ffbf2b9497516c22da904a5736fef527ba8b868f,434.71
5001def5a54c7352a7f5efe6ca553cddeca44e73,488.01
3c0db6da5f1639ebd267f63eaf86ac8569a8527f,610.55
c57a918711e5f9909c06865804a1cc13ccb38936,472.97
d43c8bc37d22f63102d62317b61cbcdb1331054c,579.19
373440621611720645f51dbbada979c89bb14cd9,486.87
6cb9ea06bba586157fee26eb9d3642894fd55b43,447.71
84db81d48417a1f9bef9a5b72a0eb395b5a9846e,486.19
36f872f6120d768d0659a8dc67903c0ebf85f7e1,429.9
9f9fc9c670143177022b7ea79292186768fb3849,442.99
fe8333dd7a48c2c6da19394b93e6413b2d969588,704.69
993bbc66f81ddc13f9b4c47931ab71f5c472f0d6,529.27
e7155d360d9614f96d8f28af8cebee412228e753,472.27
8bc5a02113c1d872fd3d7c745df40e622400e51a,656.48
e3674c21fa2357713f79e3e228580d7a772c62ca,510.92
9aa4a411cd914b73b9d2843d50f7796dad1c0969,430.19
061ec45bddd19204b4ed9e1cc794b116aaffcd97,621.38
a90881337238e2cea4c2ce693aa1b6bb8dc3e23d,450.31
83400bcebb04d1605ad7d37568b1bf4bde04b494,433.47
54899865c8bed8eb4d54c8d4c8ae09a30864290c,659.51
63e7e834e16f11029f62736780b3a101cac5e5f8,540.87
dc7a06efb8feb5e397b1d57d5478e2965322e80e,453.36
8ba8d9f7e4d980b58556226d906e2236659cda4f,408.33
ef52f1830fe4acb0d7ce223353a239b3fac81925,424.24
873ca0475258c0454ff969ff7f8b779c30729f48,448.45
43d7bd465f67853f09b8ea211afa8cba29d6452a,413.91
0495f3de4b62dd3864b46d99dd94d2cac5ee30e5,418.15
691a5440a2e6406b5444e5322ca44e06ccb3ddf6,519.24
49a9e7f2baa21147daed25a03be27ef0d785cdaf,423.05
f9f2a8ef22a9ca0df9043d97f8091821346f7efa,547.23
2c2e3ea8b9a1097ce7a9330a386a2b32b4693317,567.68
c57e5c73a18d895c0d10f18f4ca74d5073c16698,512.16
20eaf4dfc827e8fa9f3fc7d7c7b7ba1c66e4fba7,436.33
291eda98ff5f826d1adeec3ce1efc385ece76e7c,428.25
a976f1e8f9ba929071999ca384edb2f2bd0e0026,447.41
601eb56c4870e7f3ce567bef879997434fab6978,426.41
195b20dc6c758d0fb1709ceeb16fff1be40ba63c,486.82
8d2007f35400585b1a23535658a56e3f56deae16,596.23
504fb778c3000f0f74c49d28a157ef535df7b26e,504.05
41486a1936312d298dd64860a5d146bbe6e1f6ad,445.09
eaf79174460e09e7653d588de06f97e1bbd42138,465.13
cd62a1fa1eb574a4ec4ec390d3510e65db72e1ad,415.1
2181b6cd1a507e4be28b56bc22a49fc0c508891f,457.64
5cf539ec5fbefdd7e36c73555623aef55261b30a,620.01
cfcaab878786f9216a4d8433f2a46bad9276aee4,447.66
1b24de7ad1184ad4a97f373e876b96eea61c6b17,495.27
62add403579d50fbee420593bd16447b10679b89,479.68
e00b16108ae0577000f16ced5a92205b35879b17,423.73
3c4914af467ac58e125a45a078ab6cd43e13b655,436.46
2a325c32daf5b142cb0312bd9bc7b97ab6dc2fd8,425.15
df7d7db821755b6e9a024a3cebe06b8155d9c708,438.25
8134453bc66345ba09033fc2118df694fa6a5299,459.11
6e3fa5e6dd0bf71c8fb50f78c463e3b69ac0a00b,465.18
b04d55df23021bca201b74ffe2e63ea7f2449877,471.98
3f318550fb1494cc6160d1e031ae29ac2fc065aa,457.25
c7cc0461b2c741ae81ee815a975dc6b9e514875c,451.01
af6c4e9ec5b12de767977306416bd0d9447d310d,426.49
7b309e8114f95274ac95aad6697df953fce1d861,437.74
1129f19bd9bdda52f995bbbc88ac1d7b2c7b10d4,433.18
adcb305091a3f8b4a9771362caaae7d2b39465c2,457.31
3b08ec5615162eeef39ddf97c305601f8d6be53c,668.31
dd8bf6ed8a7291b0bac35478a7d4812939478898,497.64
298c9c61c87385c00c8eaa4192d153a8d059e411,451.45
64449fe7c928f02f796c5b0d527c681b537f7859,430.99
5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,568.1
f0d08da594cee151c351acda8e05cedb7aa8f2e6,531.94
cd2030092aacaa9580845fc92189ad3bc1a88129,411.69
1372e1ae0bd729de3f59baae76f62b02b73b21ac,443.34
3a74629fd3af085f644ada2fd31359de263dc95d,428.95
c5c4d066740c70017879a186e3df0b148edb1785,421.24
93622845055ef268067ee6964763aff9683e8360,429.43
5201a5f9e394334dc5fd4a496f8f50e6208d19e7,419.42
7e760b93b2a189673c81aff7015aca45b4f50f3e,439.36
e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,429.84
04013eb3b9f5e047e3c384cbc124d6be434890c1,417.99
da0d4b43fd0c5896ab67944d72aa269aa842668e,602.31
27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,425.69
bf751d79db8096cf876ac75002003bf2a7da2035,430.58
726af52ecc5309864376cfbb79843e4d9bc67eb0,510.27
ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,479.32
9cb5797ed8f7ede425ba307f769774b42460774c,437.05
ac75c3f733f769455017ffdcf9b4ef75af3f853b,417.21
8c408798149631973f52a14f363b604349f3425d,633.1
b04c28955fd0f07bf69fc01d69aed8d166814b31,419.17
8526e4bbbef79ed45f772a3cf3f872feca4b2c78,438.94
fa2603e1077c05493a48a74c6365a8d938b9bb58,438.35
0432abb93e94758393c78d674c53761c8e7547b2,421.03
49b0b691c0182295bc83ac4cc9d50a64a5848c0d,512.14
40e4c903604e672a031abf55a0e9d0be2499e19d,518.27
954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,564.82
ae275ec587fa99cbc535a14b099e9a53418ad6f5,609.66
a40bcb038126e8fcc18613587d349c451b17495e,618.11
9b19bbaedd6ecaef988bef930c5793119b19dc00,430.04
3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,414.23
6be58e40bbd01a8ac4d505fbd0365dd83af28e95,448.79
46ef075a91ce3096159d24ef137e502955a2e92a,443.67
0fd2ebb2cba41467a2f1f064879e27c14671db11,434.72
1a4a64788e42e62aebaf976e118e4312f271be20,531.53
176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,491.1
6c508375be3ebcb0b6c52551760aebf3b08eeb9a,425.61
d920d310fa85f5d607cddd3f366d1fb4901372da,440.87
362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,468.99
ba01e15e5a2f24d0dd9b724618655a329ad61213,448.38
dbeac2f05498472ec708163898309999efef03f2,412.64
f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,531.22
8b8e4fa6082f26f5676d2a45314fc89dcdad7076,439.67
825b9a5eb0d8725082051b41e082aed01dc9be7e,408.19
67d77c90ad21e26bfc94677547f6910b01dc1d32,421.24
74271d115ce6ed32aa2aa834385200a606c62bce,400.96
6efd349903f7b391b6f920cc76de7b507258a8c9,418.49
c0934de7b64b1ea909ce77c97580606e18936874,575.07
f81906feca10f1eeb5153e9f662a06040dc795c9,558.94
18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,421.18
2ad02e38865830766bb87531dcb154852364eb39,466.07
f986cc713f62755c8e4e47a388f9775fe2f46b40,425.89
143481c553f2f07d71a7b02d4364cf716eb213c3,475.93
7c2c0ca131808098924fa3305efe67029c95e527,490.02
cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,430.68
cd532929efcd6be773ba62fc83c631a77eb24e94,698.7
64a70bc39c408304ecb8e572765315a3896ff833,457.38
5573caf7f47589820461e64565f85c11bf9f122b,424.4
3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,605.15
e7f989fad23aa525007003e7d1382ae56c9947f5,446.31
44b8f6f734d554fec0da2e60da8d27868798c802,468.88
34d6082a74330b3f5bc565fc573674afaa03f661,781.24
d25c087f96c3997d6328b953d4a710d27ef5838a,473.73
1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,446.54
e447d3f2d58677fd267d7a03f501ef642a1d4e06,408.95
fbe1950b1a096572f21ea11345473fefcba6c84c,478.0
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,455.49
48bb95f95bf1597bd67366fb50610ada3df98863,428.85
51ae593280f360e68b5400abcbb0d37f1ecade71,855.33
6058199e6bda1e0af51a1186b65ff76d4fe4035c,522.54
9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,424.69
31a4df5d818242efa0d50309c9bd5e503d3811fe,418.26
89c71043264315c4e0eea0f8775363a12dc82061,418.29
81d76646552b14b85adb5d258e5a135fd7ddb86a,452.3
c4a3b96cff4393b06246604527f1a558ad8b66b3,543.9
45eab0d008b4971810ca4b2d7b735916d9991a9a,668.57
982fd0566d5924b506fe1477fda3513984c4c702,512.75
071406b9fa1692facfb35f7a9ce5106eae4ef6d1,502.24
4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,417.39
8cadd025151167286941b7d4f113e0335e046bbb,578.01
6629196865947bb489338e3fa1c9f0e56614ee72,504.58
b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,407.86
bff7d200b32aa005540af908fb325a46ca9bb742,423.88
5d42040f9935aff1dabc32c4f5a578148138e1af,409.43
bd01964e27b0e530ca458b382b07493aeb48a2ef,433.62
6588cdc7aef843b1775104bc38017bb3f808c7bc,424.45
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,588.47
1d705b7b461dfd626645d5df319ab733c1c1ca73,438.91
106b58912414f794e754883865bf6e4cf68adfbc,431.9
973c923e39db780e329a64c6049dc85d9be17978,411.39
0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,427.89
7f9879b40a268318e2a969e73156aa9df7a48c13,529.75
866d7784ed1380003929da44f965aef9339702f9,604.12
1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,460.65
f66562b958e6349449b87fea0a01fab214f6ec8b,403.22
beefc7a89a2d9882e5983d80e356f8b7c23994f7,479.76
82d7709a8445664e93038482fbfee478e8a40273,484.91
e3929d32c498f8e45ae326017cf7c60308880d94,608.11
9da35674034a0a1373298436fdfb2f1d840a6da2,419.43
0c48aad5141a6d61b2669d5c06360ecb9e8cba72,417.86
f5c04dc290d6706af8214800e25be19129dc9f7b,418.79
cd20ace0b8fb57cecb028764042f1c7851d39507,416.68
eb5f0ef501357740c2ac626bf1ce233475aa47af,480.77
383f9cdf1c3d46a2cd312345792cf74f15e4b746,533.64
